Chr	Median.cov.chr	Norm.global.coverage	Sample
1	78	1	Um_57_USMA_PopGen_GD
2	78	1	Um_57_USMA_PopGen_GD
3	78	1	Um_57_USMA_PopGen_GD
4	77	0.987179487179487	Um_57_USMA_PopGen_GD
5	77	0.987179487179487	Um_57_USMA_PopGen_GD
6	78	1	Um_57_USMA_PopGen_GD
7	78	1	Um_57_USMA_PopGen_GD
8	78	1	Um_57_USMA_PopGen_GD
9	78	1	Um_57_USMA_PopGen_GD
10	78	1	Um_57_USMA_PopGen_GD
11	78	1	Um_57_USMA_PopGen_GD
12	78	1	Um_57_USMA_PopGen_GD
13	78	1	Um_57_USMA_PopGen_GD
14	77	0.987179487179487	Um_57_USMA_PopGen_GD
15	78	1	Um_57_USMA_PopGen_GD
16	77	0.987179487179487	Um_57_USMA_PopGen_GD
17	78	1	Um_57_USMA_PopGen_GD
18	77	0.987179487179487	Um_57_USMA_PopGen_GD
19	77	0.987179487179487	Um_57_USMA_PopGen_GD
20	78	1	Um_57_USMA_PopGen_GD
21	77	0.987179487179487	Um_57_USMA_PopGen_GD
22	77	0.987179487179487	Um_57_USMA_PopGen_GD
23	77	0.987179487179487	Um_57_USMA_PopGen_GD
24	640	8.2051282051282	Um_57_USMA_PopGen_GD
25	70	0.897435897435897	Um_57_USMA_PopGen_GD
26	77	0.987179487179487	Um_57_USMA_PopGen_GD
27	83	1.06410256410256	Um_57_USMA_PopGen_GD
28	5	0.0641025641025641	Um_57_USMA_PopGen_GD
