Chr	Median.cov.chr	Norm.global.coverage	Sample
1	89	1	Um_150_USMA_PopGen_GD
2	88	0.98876404494382	Um_150_USMA_PopGen_GD
3	89	1	Um_150_USMA_PopGen_GD
4	88	0.98876404494382	Um_150_USMA_PopGen_GD
5	88	0.98876404494382	Um_150_USMA_PopGen_GD
6	89	1	Um_150_USMA_PopGen_GD
7	89	1	Um_150_USMA_PopGen_GD
8	89	1	Um_150_USMA_PopGen_GD
9	89	1	Um_150_USMA_PopGen_GD
10	89	1	Um_150_USMA_PopGen_GD
11	89	1	Um_150_USMA_PopGen_GD
12	89	1	Um_150_USMA_PopGen_GD
13	88	0.98876404494382	Um_150_USMA_PopGen_GD
14	89	1	Um_150_USMA_PopGen_GD
15	89	1	Um_150_USMA_PopGen_GD
16	88	0.98876404494382	Um_150_USMA_PopGen_GD
17	88	0.98876404494382	Um_150_USMA_PopGen_GD
18	88	0.98876404494382	Um_150_USMA_PopGen_GD
19	88	0.98876404494382	Um_150_USMA_PopGen_GD
20	90	1.01123595505618	Um_150_USMA_PopGen_GD
21	89	1	Um_150_USMA_PopGen_GD
22	88	0.98876404494382	Um_150_USMA_PopGen_GD
23	87	0.97752808988764	Um_150_USMA_PopGen_GD
24	632	7.10112359550562	Um_150_USMA_PopGen_GD
25	85	0.955056179775281	Um_150_USMA_PopGen_GD
26	83	0.932584269662921	Um_150_USMA_PopGen_GD
27	85	0.955056179775281	Um_150_USMA_PopGen_GD
28	11	0.123595505617978	Um_150_USMA_PopGen_GD
