Chr	Median.cov.chr	Norm.global.coverage	Sample
1	95	1.01063829787234	Um_101_USMA_PopGen_GD
2	94	1	Um_101_USMA_PopGen_GD
3	94	1	Um_101_USMA_PopGen_GD
4	94	1	Um_101_USMA_PopGen_GD
5	94	1	Um_101_USMA_PopGen_GD
6	95	1.01063829787234	Um_101_USMA_PopGen_GD
7	95	1.01063829787234	Um_101_USMA_PopGen_GD
8	94	1	Um_101_USMA_PopGen_GD
9	95	1.01063829787234	Um_101_USMA_PopGen_GD
10	95	1.01063829787234	Um_101_USMA_PopGen_GD
11	94	1	Um_101_USMA_PopGen_GD
12	94	1	Um_101_USMA_PopGen_GD
13	94	1	Um_101_USMA_PopGen_GD
14	94	1	Um_101_USMA_PopGen_GD
15	97	1.03191489361702	Um_101_USMA_PopGen_GD
16	95	1.01063829787234	Um_101_USMA_PopGen_GD
17	95	1.01063829787234	Um_101_USMA_PopGen_GD
18	94	1	Um_101_USMA_PopGen_GD
19	95	1.01063829787234	Um_101_USMA_PopGen_GD
20	95	1.01063829787234	Um_101_USMA_PopGen_GD
21	95	1.01063829787234	Um_101_USMA_PopGen_GD
22	94	1	Um_101_USMA_PopGen_GD
23	93	0.98936170212766	Um_101_USMA_PopGen_GD
24	453	4.81914893617021	Um_101_USMA_PopGen_GD
25	85	0.904255319148936	Um_101_USMA_PopGen_GD
26	91	0.968085106382979	Um_101_USMA_PopGen_GD
27	94	1	Um_101_USMA_PopGen_GD
28	11	0.117021276595745	Um_101_USMA_PopGen_GD
