Chr	Median.cov.chr	Norm.global.coverage	Sample
1	89	1.01136363636364	Um_112_USMA_PopGen_GD
2	88	1	Um_112_USMA_PopGen_GD
3	87	0.988636363636364	Um_112_USMA_PopGen_GD
4	88	1	Um_112_USMA_PopGen_GD
5	87	0.988636363636364	Um_112_USMA_PopGen_GD
6	88	1	Um_112_USMA_PopGen_GD
7	89	1.01136363636364	Um_112_USMA_PopGen_GD
8	89	1.01136363636364	Um_112_USMA_PopGen_GD
9	88	1	Um_112_USMA_PopGen_GD
10	88	1	Um_112_USMA_PopGen_GD
11	87	0.988636363636364	Um_112_USMA_PopGen_GD
12	89	1.01136363636364	Um_112_USMA_PopGen_GD
13	88	1	Um_112_USMA_PopGen_GD
14	87	0.988636363636364	Um_112_USMA_PopGen_GD
15	91	1.03409090909091	Um_112_USMA_PopGen_GD
16	89	1.01136363636364	Um_112_USMA_PopGen_GD
17	89	1.01136363636364	Um_112_USMA_PopGen_GD
18	86	0.977272727272727	Um_112_USMA_PopGen_GD
19	87	0.988636363636364	Um_112_USMA_PopGen_GD
20	88	1	Um_112_USMA_PopGen_GD
21	87	0.988636363636364	Um_112_USMA_PopGen_GD
22	89	1.01136363636364	Um_112_USMA_PopGen_GD
23	86	0.977272727272727	Um_112_USMA_PopGen_GD
24	609	6.92045454545455	Um_112_USMA_PopGen_GD
25	70	0.795454545454545	Um_112_USMA_PopGen_GD
26	75	0.852272727272727	Um_112_USMA_PopGen_GD
27	79	0.897727272727273	Um_112_USMA_PopGen_GD
28	9	0.102272727272727	Um_112_USMA_PopGen_GD
