Chr	Median.cov.chr	Norm.global.coverage	Sample
1	76	1	Um_58_USMA_PopGen_GD
2	76	1	Um_58_USMA_PopGen_GD
3	77	1.01315789473684	Um_58_USMA_PopGen_GD
4	75	0.986842105263158	Um_58_USMA_PopGen_GD
5	75	0.986842105263158	Um_58_USMA_PopGen_GD
6	76	1	Um_58_USMA_PopGen_GD
7	76	1	Um_58_USMA_PopGen_GD
8	77	1.01315789473684	Um_58_USMA_PopGen_GD
9	77	1.01315789473684	Um_58_USMA_PopGen_GD
10	77	1.01315789473684	Um_58_USMA_PopGen_GD
11	76	1	Um_58_USMA_PopGen_GD
12	77	1.01315789473684	Um_58_USMA_PopGen_GD
13	75	0.986842105263158	Um_58_USMA_PopGen_GD
14	76	1	Um_58_USMA_PopGen_GD
15	77	1.01315789473684	Um_58_USMA_PopGen_GD
16	76	1	Um_58_USMA_PopGen_GD
17	76	1	Um_58_USMA_PopGen_GD
18	77	1.01315789473684	Um_58_USMA_PopGen_GD
19	76	1	Um_58_USMA_PopGen_GD
20	78	1.02631578947368	Um_58_USMA_PopGen_GD
21	77	1.01315789473684	Um_58_USMA_PopGen_GD
22	76	1	Um_58_USMA_PopGen_GD
23	76	1	Um_58_USMA_PopGen_GD
24	1002	13.1842105263158	Um_58_USMA_PopGen_GD
25	76	1	Um_58_USMA_PopGen_GD
26	70	0.921052631578947	Um_58_USMA_PopGen_GD
27	78	1.02631578947368	Um_58_USMA_PopGen_GD
28	5	0.0657894736842105	Um_58_USMA_PopGen_GD
