Chr	Median.cov.chr	Norm.global.coverage	Sample
1	97	1	Um_100_USMA_PopGen_GD
2	96	0.989690721649485	Um_100_USMA_PopGen_GD
3	97	1	Um_100_USMA_PopGen_GD
4	96	0.989690721649485	Um_100_USMA_PopGen_GD
5	96	0.989690721649485	Um_100_USMA_PopGen_GD
6	97	1	Um_100_USMA_PopGen_GD
7	97	1	Um_100_USMA_PopGen_GD
8	97	1	Um_100_USMA_PopGen_GD
9	97	1	Um_100_USMA_PopGen_GD
10	107	1.10309278350515	Um_100_USMA_PopGen_GD
11	97	1	Um_100_USMA_PopGen_GD
12	97	1	Um_100_USMA_PopGen_GD
13	96	0.989690721649485	Um_100_USMA_PopGen_GD
14	96	0.989690721649485	Um_100_USMA_PopGen_GD
15	98	1.01030927835052	Um_100_USMA_PopGen_GD
16	96	0.989690721649485	Um_100_USMA_PopGen_GD
17	97	1	Um_100_USMA_PopGen_GD
18	96	0.989690721649485	Um_100_USMA_PopGen_GD
19	96	0.989690721649485	Um_100_USMA_PopGen_GD
20	98	1.01030927835052	Um_100_USMA_PopGen_GD
21	97	1	Um_100_USMA_PopGen_GD
22	96	0.989690721649485	Um_100_USMA_PopGen_GD
23	95	0.979381443298969	Um_100_USMA_PopGen_GD
24	851	8.77319587628866	Um_100_USMA_PopGen_GD
25	88	0.907216494845361	Um_100_USMA_PopGen_GD
26	95	0.979381443298969	Um_100_USMA_PopGen_GD
27	92	0.948453608247423	Um_100_USMA_PopGen_GD
28	11	0.11340206185567	Um_100_USMA_PopGen_GD
