Chr	Median.cov.chr	Norm.global.coverage	Sample
1	84	1	Um_110_USMA_PopGen_GD
2	83	0.988095238095238	Um_110_USMA_PopGen_GD
3	83	0.988095238095238	Um_110_USMA_PopGen_GD
4	83	0.988095238095238	Um_110_USMA_PopGen_GD
5	83	0.988095238095238	Um_110_USMA_PopGen_GD
6	84	1	Um_110_USMA_PopGen_GD
7	84	1	Um_110_USMA_PopGen_GD
8	83	0.988095238095238	Um_110_USMA_PopGen_GD
9	84	1	Um_110_USMA_PopGen_GD
10	84	1	Um_110_USMA_PopGen_GD
11	83	0.988095238095238	Um_110_USMA_PopGen_GD
12	83	0.988095238095238	Um_110_USMA_PopGen_GD
13	83	0.988095238095238	Um_110_USMA_PopGen_GD
14	83	0.988095238095238	Um_110_USMA_PopGen_GD
15	85	1.01190476190476	Um_110_USMA_PopGen_GD
16	83	0.988095238095238	Um_110_USMA_PopGen_GD
17	84	1	Um_110_USMA_PopGen_GD
18	83	0.988095238095238	Um_110_USMA_PopGen_GD
19	97	1.1547619047619	Um_110_USMA_PopGen_GD
20	84	1	Um_110_USMA_PopGen_GD
21	84	1	Um_110_USMA_PopGen_GD
22	84	1	Um_110_USMA_PopGen_GD
23	82	0.976190476190476	Um_110_USMA_PopGen_GD
24	766	9.11904761904762	Um_110_USMA_PopGen_GD
25	76	0.904761904761905	Um_110_USMA_PopGen_GD
26	77	0.916666666666667	Um_110_USMA_PopGen_GD
27	79	0.94047619047619	Um_110_USMA_PopGen_GD
28	10	0.119047619047619	Um_110_USMA_PopGen_GD
