Chr	Median.cov.chr	Norm.global.coverage	Sample
1	109	1	Um_130_USMA_PopGen_GD
2	108	0.990825688073395	Um_130_USMA_PopGen_GD
3	109	1	Um_130_USMA_PopGen_GD
4	108	0.990825688073395	Um_130_USMA_PopGen_GD
5	108	0.990825688073395	Um_130_USMA_PopGen_GD
6	109	1	Um_130_USMA_PopGen_GD
7	110	1.00917431192661	Um_130_USMA_PopGen_GD
8	109	1	Um_130_USMA_PopGen_GD
9	109	1	Um_130_USMA_PopGen_GD
10	110	1.00917431192661	Um_130_USMA_PopGen_GD
11	109	1	Um_130_USMA_PopGen_GD
12	110	1.00917431192661	Um_130_USMA_PopGen_GD
13	109	1	Um_130_USMA_PopGen_GD
14	110	1.00917431192661	Um_130_USMA_PopGen_GD
15	111	1.01834862385321	Um_130_USMA_PopGen_GD
16	108	0.990825688073395	Um_130_USMA_PopGen_GD
17	110	1.00917431192661	Um_130_USMA_PopGen_GD
18	109	1	Um_130_USMA_PopGen_GD
19	108	0.990825688073395	Um_130_USMA_PopGen_GD
20	110	1.00917431192661	Um_130_USMA_PopGen_GD
21	110	1.00917431192661	Um_130_USMA_PopGen_GD
22	110	1.00917431192661	Um_130_USMA_PopGen_GD
23	108	0.990825688073395	Um_130_USMA_PopGen_GD
24	372	3.41284403669725	Um_130_USMA_PopGen_GD
25	99	0.908256880733945	Um_130_USMA_PopGen_GD
26	95	0.871559633027523	Um_130_USMA_PopGen_GD
27	104	0.954128440366973	Um_130_USMA_PopGen_GD
28	15	0.137614678899083	Um_130_USMA_PopGen_GD
