Chr	Median.cov.chr	Norm.global.coverage	Sample
1	95	1	Um_113_USMA_PopGen_GD
2	95	1	Um_113_USMA_PopGen_GD
3	93	0.978947368421053	Um_113_USMA_PopGen_GD
4	95	1	Um_113_USMA_PopGen_GD
5	94	0.989473684210526	Um_113_USMA_PopGen_GD
6	95	1	Um_113_USMA_PopGen_GD
7	96	1.01052631578947	Um_113_USMA_PopGen_GD
8	95	1	Um_113_USMA_PopGen_GD
9	95	1	Um_113_USMA_PopGen_GD
10	96	1.01052631578947	Um_113_USMA_PopGen_GD
11	94	0.989473684210526	Um_113_USMA_PopGen_GD
12	96	1.01052631578947	Um_113_USMA_PopGen_GD
13	95	1	Um_113_USMA_PopGen_GD
14	95	1	Um_113_USMA_PopGen_GD
15	98	1.03157894736842	Um_113_USMA_PopGen_GD
16	96	1.01052631578947	Um_113_USMA_PopGen_GD
17	96	1.01052631578947	Um_113_USMA_PopGen_GD
18	94	0.989473684210526	Um_113_USMA_PopGen_GD
19	93	0.978947368421053	Um_113_USMA_PopGen_GD
20	95	1	Um_113_USMA_PopGen_GD
21	94	0.989473684210526	Um_113_USMA_PopGen_GD
22	96	1.01052631578947	Um_113_USMA_PopGen_GD
23	92	0.968421052631579	Um_113_USMA_PopGen_GD
24	269	2.83157894736842	Um_113_USMA_PopGen_GD
25	81	0.852631578947368	Um_113_USMA_PopGen_GD
26	83	0.873684210526316	Um_113_USMA_PopGen_GD
27	84	0.884210526315789	Um_113_USMA_PopGen_GD
28	33	0.347368421052632	Um_113_USMA_PopGen_GD
