Chr	Median.cov.chr	Norm.global.coverage	Sample
1	105	1.00961538461538	Um_131_USMA_PopGen_GD
2	103	0.990384615384615	Um_131_USMA_PopGen_GD
3	104	1	Um_131_USMA_PopGen_GD
4	104	1	Um_131_USMA_PopGen_GD
5	103	0.990384615384615	Um_131_USMA_PopGen_GD
6	105	1.00961538461538	Um_131_USMA_PopGen_GD
7	105	1.00961538461538	Um_131_USMA_PopGen_GD
8	104	1	Um_131_USMA_PopGen_GD
9	106	1.01923076923077	Um_131_USMA_PopGen_GD
10	105	1.00961538461538	Um_131_USMA_PopGen_GD
11	105	1.00961538461538	Um_131_USMA_PopGen_GD
12	105	1.00961538461538	Um_131_USMA_PopGen_GD
13	104	1	Um_131_USMA_PopGen_GD
14	104	1	Um_131_USMA_PopGen_GD
15	107	1.02884615384615	Um_131_USMA_PopGen_GD
16	104	1	Um_131_USMA_PopGen_GD
17	105	1.00961538461538	Um_131_USMA_PopGen_GD
18	104	1	Um_131_USMA_PopGen_GD
19	104	1	Um_131_USMA_PopGen_GD
20	107	1.02884615384615	Um_131_USMA_PopGen_GD
21	105	1.00961538461538	Um_131_USMA_PopGen_GD
22	105	1.00961538461538	Um_131_USMA_PopGen_GD
23	104	1	Um_131_USMA_PopGen_GD
24	686	6.59615384615385	Um_131_USMA_PopGen_GD
25	96	0.923076923076923	Um_131_USMA_PopGen_GD
26	99	0.951923076923077	Um_131_USMA_PopGen_GD
27	103	0.990384615384615	Um_131_USMA_PopGen_GD
28	14	0.134615384615385	Um_131_USMA_PopGen_GD
