Chr	Median.cov.chr	Norm.global.coverage	Sample
1	113	1	Um_107_USMA_PopGen_GD
2	112	0.991150442477876	Um_107_USMA_PopGen_GD
3	113	1	Um_107_USMA_PopGen_GD
4	112	0.991150442477876	Um_107_USMA_PopGen_GD
5	111	0.982300884955752	Um_107_USMA_PopGen_GD
6	113	1	Um_107_USMA_PopGen_GD
7	113	1	Um_107_USMA_PopGen_GD
8	113	1	Um_107_USMA_PopGen_GD
9	113	1	Um_107_USMA_PopGen_GD
10	113	1	Um_107_USMA_PopGen_GD
11	113	1	Um_107_USMA_PopGen_GD
12	114	1.00884955752212	Um_107_USMA_PopGen_GD
13	113	1	Um_107_USMA_PopGen_GD
14	113	1	Um_107_USMA_PopGen_GD
15	114	1.00884955752212	Um_107_USMA_PopGen_GD
16	113	1	Um_107_USMA_PopGen_GD
17	113	1	Um_107_USMA_PopGen_GD
18	114	1.00884955752212	Um_107_USMA_PopGen_GD
19	113	1	Um_107_USMA_PopGen_GD
20	115	1.01769911504425	Um_107_USMA_PopGen_GD
21	113	1	Um_107_USMA_PopGen_GD
22	113	1	Um_107_USMA_PopGen_GD
23	113	1	Um_107_USMA_PopGen_GD
24	759	6.71681415929203	Um_107_USMA_PopGen_GD
25	106	0.938053097345133	Um_107_USMA_PopGen_GD
26	118	1.04424778761062	Um_107_USMA_PopGen_GD
27	118	1.04424778761062	Um_107_USMA_PopGen_GD
28	11	0.0973451327433628	Um_107_USMA_PopGen_GD
