Chr	Median.cov.chr	Norm.global.coverage	Sample
1	97	1.01041666666667	Um_111_USMA_PopGen_GD
2	96	1	Um_111_USMA_PopGen_GD
3	96	1	Um_111_USMA_PopGen_GD
4	97	1.01041666666667	Um_111_USMA_PopGen_GD
5	95	0.989583333333333	Um_111_USMA_PopGen_GD
6	96	1	Um_111_USMA_PopGen_GD
7	97	1.01041666666667	Um_111_USMA_PopGen_GD
8	97	1.01041666666667	Um_111_USMA_PopGen_GD
9	97	1.01041666666667	Um_111_USMA_PopGen_GD
10	97	1.01041666666667	Um_111_USMA_PopGen_GD
11	97	1.01041666666667	Um_111_USMA_PopGen_GD
12	97	1.01041666666667	Um_111_USMA_PopGen_GD
13	97	1.01041666666667	Um_111_USMA_PopGen_GD
14	96	1	Um_111_USMA_PopGen_GD
15	97	1.01041666666667	Um_111_USMA_PopGen_GD
16	96	1	Um_111_USMA_PopGen_GD
17	97	1.01041666666667	Um_111_USMA_PopGen_GD
18	96	1	Um_111_USMA_PopGen_GD
19	95	0.989583333333333	Um_111_USMA_PopGen_GD
20	97	1.01041666666667	Um_111_USMA_PopGen_GD
21	97	1.01041666666667	Um_111_USMA_PopGen_GD
22	97	1.01041666666667	Um_111_USMA_PopGen_GD
23	95	0.989583333333333	Um_111_USMA_PopGen_GD
24	639	6.65625	Um_111_USMA_PopGen_GD
25	87	0.90625	Um_111_USMA_PopGen_GD
26	97	1.01041666666667	Um_111_USMA_PopGen_GD
27	99	1.03125	Um_111_USMA_PopGen_GD
28	12	0.125	Um_111_USMA_PopGen_GD
