Chr	Median.cov.chr	Norm.global.coverage	Sample
1	104	1.00970873786408	Um_157_USMA_PopGen_GD
2	103	1	Um_157_USMA_PopGen_GD
3	103	1	Um_157_USMA_PopGen_GD
4	103	1	Um_157_USMA_PopGen_GD
5	103	1	Um_157_USMA_PopGen_GD
6	104	1.00970873786408	Um_157_USMA_PopGen_GD
7	103	1	Um_157_USMA_PopGen_GD
8	104	1.00970873786408	Um_157_USMA_PopGen_GD
9	104	1.00970873786408	Um_157_USMA_PopGen_GD
10	104	1.00970873786408	Um_157_USMA_PopGen_GD
11	103	1	Um_157_USMA_PopGen_GD
12	103	1	Um_157_USMA_PopGen_GD
13	102	0.990291262135922	Um_157_USMA_PopGen_GD
14	103	1	Um_157_USMA_PopGen_GD
15	105	1.01941747572816	Um_157_USMA_PopGen_GD
16	104	1.00970873786408	Um_157_USMA_PopGen_GD
17	103	1	Um_157_USMA_PopGen_GD
18	102	0.990291262135922	Um_157_USMA_PopGen_GD
19	102	0.990291262135922	Um_157_USMA_PopGen_GD
20	104	1.00970873786408	Um_157_USMA_PopGen_GD
21	103	1	Um_157_USMA_PopGen_GD
22	104	1.00970873786408	Um_157_USMA_PopGen_GD
23	103	1	Um_157_USMA_PopGen_GD
24	721	7	Um_157_USMA_PopGen_GD
25	96	0.932038834951456	Um_157_USMA_PopGen_GD
26	92	0.893203883495146	Um_157_USMA_PopGen_GD
27	103	1	Um_157_USMA_PopGen_GD
28	16	0.155339805825243	Um_157_USMA_PopGen_GD
