Chr	Median.cov.chr	Norm.global.coverage	Sample
1	113	1.00892857142857	Um_134_USMA_PopGen_GD
2	112	1	Um_134_USMA_PopGen_GD
3	111	0.991071428571429	Um_134_USMA_PopGen_GD
4	112	1	Um_134_USMA_PopGen_GD
5	111	0.991071428571429	Um_134_USMA_PopGen_GD
6	113	1.00892857142857	Um_134_USMA_PopGen_GD
7	113	1.00892857142857	Um_134_USMA_PopGen_GD
8	113	1.00892857142857	Um_134_USMA_PopGen_GD
9	112	1	Um_134_USMA_PopGen_GD
10	112	1	Um_134_USMA_PopGen_GD
11	111	0.991071428571429	Um_134_USMA_PopGen_GD
12	113	1.00892857142857	Um_134_USMA_PopGen_GD
13	112	1	Um_134_USMA_PopGen_GD
14	111	0.991071428571429	Um_134_USMA_PopGen_GD
15	115	1.02678571428571	Um_134_USMA_PopGen_GD
16	113	1.00892857142857	Um_134_USMA_PopGen_GD
17	112	1	Um_134_USMA_PopGen_GD
18	111	0.991071428571429	Um_134_USMA_PopGen_GD
19	111	0.991071428571429	Um_134_USMA_PopGen_GD
20	112	1	Um_134_USMA_PopGen_GD
21	111	0.991071428571429	Um_134_USMA_PopGen_GD
22	112	1	Um_134_USMA_PopGen_GD
23	109	0.973214285714286	Um_134_USMA_PopGen_GD
24	798	7.125	Um_134_USMA_PopGen_GD
25	98	0.875	Um_134_USMA_PopGen_GD
26	97	0.866071428571429	Um_134_USMA_PopGen_GD
27	110	0.982142857142857	Um_134_USMA_PopGen_GD
28	34	0.303571428571429	Um_134_USMA_PopGen_GD
