Chr	Median.cov.chr	Norm.global.coverage	Sample
1	111	1	Um_121_USMA_PopGen_GD
2	111	1	Um_121_USMA_PopGen_GD
3	110	0.990990990990991	Um_121_USMA_PopGen_GD
4	110	0.990990990990991	Um_121_USMA_PopGen_GD
5	110	0.990990990990991	Um_121_USMA_PopGen_GD
6	111	1	Um_121_USMA_PopGen_GD
7	111	1	Um_121_USMA_PopGen_GD
8	110	0.990990990990991	Um_121_USMA_PopGen_GD
9	111	1	Um_121_USMA_PopGen_GD
10	111	1	Um_121_USMA_PopGen_GD
11	110	0.990990990990991	Um_121_USMA_PopGen_GD
12	110	0.990990990990991	Um_121_USMA_PopGen_GD
13	110	0.990990990990991	Um_121_USMA_PopGen_GD
14	110	0.990990990990991	Um_121_USMA_PopGen_GD
15	112	1.00900900900901	Um_121_USMA_PopGen_GD
16	111	1	Um_121_USMA_PopGen_GD
17	111	1	Um_121_USMA_PopGen_GD
18	109	0.981981981981982	Um_121_USMA_PopGen_GD
19	110	0.990990990990991	Um_121_USMA_PopGen_GD
20	110	0.990990990990991	Um_121_USMA_PopGen_GD
21	110	0.990990990990991	Um_121_USMA_PopGen_GD
22	111	1	Um_121_USMA_PopGen_GD
23	109	0.981981981981982	Um_121_USMA_PopGen_GD
24	1171	10.5495495495495	Um_121_USMA_PopGen_GD
25	107	0.963963963963964	Um_121_USMA_PopGen_GD
26	108	0.972972972972973	Um_121_USMA_PopGen_GD
27	112	1.00900900900901	Um_121_USMA_PopGen_GD
28	48	0.432432432432432	Um_121_USMA_PopGen_GD
