Chr	Median.cov.chr	Norm.global.coverage	Sample
1	96	1.01052631578947	Um_135_USMA_PopGen_GD
2	94	0.989473684210526	Um_135_USMA_PopGen_GD
3	96	1.01052631578947	Um_135_USMA_PopGen_GD
4	93	0.978947368421053	Um_135_USMA_PopGen_GD
5	94	0.989473684210526	Um_135_USMA_PopGen_GD
6	96	1.01052631578947	Um_135_USMA_PopGen_GD
7	95	1	Um_135_USMA_PopGen_GD
8	96	1.01052631578947	Um_135_USMA_PopGen_GD
9	95	1	Um_135_USMA_PopGen_GD
10	95	1	Um_135_USMA_PopGen_GD
11	95	1	Um_135_USMA_PopGen_GD
12	95	1	Um_135_USMA_PopGen_GD
13	94	0.989473684210526	Um_135_USMA_PopGen_GD
14	95	1	Um_135_USMA_PopGen_GD
15	95	1	Um_135_USMA_PopGen_GD
16	94	0.989473684210526	Um_135_USMA_PopGen_GD
17	95	1	Um_135_USMA_PopGen_GD
18	95	1	Um_135_USMA_PopGen_GD
19	95	1	Um_135_USMA_PopGen_GD
20	96	1.01052631578947	Um_135_USMA_PopGen_GD
21	94	0.989473684210526	Um_135_USMA_PopGen_GD
22	95	1	Um_135_USMA_PopGen_GD
23	93	0.978947368421053	Um_135_USMA_PopGen_GD
24	515	5.42105263157895	Um_135_USMA_PopGen_GD
25	89	0.936842105263158	Um_135_USMA_PopGen_GD
26	84	0.884210526315789	Um_135_USMA_PopGen_GD
27	89	0.936842105263158	Um_135_USMA_PopGen_GD
28	13	0.136842105263158	Um_135_USMA_PopGen_GD
