Chr	Median.cov.chr	Norm.global.coverage	Sample
1	99	1	Um_45_USMA_PopGen_GD
2	98	0.98989898989899	Um_45_USMA_PopGen_GD
3	100	1.01010101010101	Um_45_USMA_PopGen_GD
4	98	0.98989898989899	Um_45_USMA_PopGen_GD
5	98	0.98989898989899	Um_45_USMA_PopGen_GD
6	99	1	Um_45_USMA_PopGen_GD
7	100	1.01010101010101	Um_45_USMA_PopGen_GD
8	100	1.01010101010101	Um_45_USMA_PopGen_GD
9	100	1.01010101010101	Um_45_USMA_PopGen_GD
10	100	1.01010101010101	Um_45_USMA_PopGen_GD
11	100	1.01010101010101	Um_45_USMA_PopGen_GD
12	101	1.02020202020202	Um_45_USMA_PopGen_GD
13	99	1	Um_45_USMA_PopGen_GD
14	99	1	Um_45_USMA_PopGen_GD
15	100	1.01010101010101	Um_45_USMA_PopGen_GD
16	98	0.98989898989899	Um_45_USMA_PopGen_GD
17	99	1	Um_45_USMA_PopGen_GD
18	99	1	Um_45_USMA_PopGen_GD
19	99	1	Um_45_USMA_PopGen_GD
20	101	1.02020202020202	Um_45_USMA_PopGen_GD
21	100	1.01010101010101	Um_45_USMA_PopGen_GD
22	99	1	Um_45_USMA_PopGen_GD
23	99	1	Um_45_USMA_PopGen_GD
24	672	6.78787878787879	Um_45_USMA_PopGen_GD
25	95	0.95959595959596	Um_45_USMA_PopGen_GD
26	99	1	Um_45_USMA_PopGen_GD
27	95	0.95959595959596	Um_45_USMA_PopGen_GD
28	10	0.101010101010101	Um_45_USMA_PopGen_GD
