Chr	Median.cov.chr	Norm.global.coverage	Sample
1	83	1	Um_55_USMA_PopGen_GD
2	83	1	Um_55_USMA_PopGen_GD
3	83	1	Um_55_USMA_PopGen_GD
4	82	0.987951807228916	Um_55_USMA_PopGen_GD
5	82	0.987951807228916	Um_55_USMA_PopGen_GD
6	83	1	Um_55_USMA_PopGen_GD
7	83	1	Um_55_USMA_PopGen_GD
8	83	1	Um_55_USMA_PopGen_GD
9	83	1	Um_55_USMA_PopGen_GD
10	83	1	Um_55_USMA_PopGen_GD
11	83	1	Um_55_USMA_PopGen_GD
12	83	1	Um_55_USMA_PopGen_GD
13	83	1	Um_55_USMA_PopGen_GD
14	82	0.987951807228916	Um_55_USMA_PopGen_GD
15	83	1	Um_55_USMA_PopGen_GD
16	82	0.987951807228916	Um_55_USMA_PopGen_GD
17	83	1	Um_55_USMA_PopGen_GD
18	83	1	Um_55_USMA_PopGen_GD
19	82	0.987951807228916	Um_55_USMA_PopGen_GD
20	83	1	Um_55_USMA_PopGen_GD
21	83	1	Um_55_USMA_PopGen_GD
22	82	0.987951807228916	Um_55_USMA_PopGen_GD
23	82	0.987951807228916	Um_55_USMA_PopGen_GD
24	531	6.39759036144578	Um_55_USMA_PopGen_GD
25	80	0.963855421686747	Um_55_USMA_PopGen_GD
26	79	0.951807228915663	Um_55_USMA_PopGen_GD
27	88	1.06024096385542	Um_55_USMA_PopGen_GD
28	2	0.0240963855421687	Um_55_USMA_PopGen_GD
