Chr	Median.cov.chr	Norm.global.coverage	Sample
1	103	1	Um_52_USMA_PopGen_GD
2	101	0.980582524271845	Um_52_USMA_PopGen_GD
3	105	1.01941747572816	Um_52_USMA_PopGen_GD
4	101	0.980582524271845	Um_52_USMA_PopGen_GD
5	101	0.980582524271845	Um_52_USMA_PopGen_GD
6	103	1	Um_52_USMA_PopGen_GD
7	103	1	Um_52_USMA_PopGen_GD
8	105	1.01941747572816	Um_52_USMA_PopGen_GD
9	103	1	Um_52_USMA_PopGen_GD
10	103	1	Um_52_USMA_PopGen_GD
11	105	1.01941747572816	Um_52_USMA_PopGen_GD
12	105	1.01941747572816	Um_52_USMA_PopGen_GD
13	104	1.00970873786408	Um_52_USMA_PopGen_GD
14	103	1	Um_52_USMA_PopGen_GD
15	105	1.01941747572816	Um_52_USMA_PopGen_GD
16	103	1	Um_52_USMA_PopGen_GD
17	104	1.00970873786408	Um_52_USMA_PopGen_GD
18	102	0.990291262135922	Um_52_USMA_PopGen_GD
19	103	1	Um_52_USMA_PopGen_GD
20	106	1.02912621359223	Um_52_USMA_PopGen_GD
21	103	1	Um_52_USMA_PopGen_GD
22	103	1	Um_52_USMA_PopGen_GD
23	102	0.990291262135922	Um_52_USMA_PopGen_GD
24	290	2.81553398058252	Um_52_USMA_PopGen_GD
25	95	0.922330097087379	Um_52_USMA_PopGen_GD
26	100	0.970873786407767	Um_52_USMA_PopGen_GD
27	100	0.970873786407767	Um_52_USMA_PopGen_GD
28	7	0.0679611650485437	Um_52_USMA_PopGen_GD
