Chr	Median.cov.chr	Norm.global.coverage	Sample
1	89	1	Um_149_USMA_PopGen_GD
2	88	0.98876404494382	Um_149_USMA_PopGen_GD
3	90	1.01123595505618	Um_149_USMA_PopGen_GD
4	88	0.98876404494382	Um_149_USMA_PopGen_GD
5	88	0.98876404494382	Um_149_USMA_PopGen_GD
6	89	1	Um_149_USMA_PopGen_GD
7	89	1	Um_149_USMA_PopGen_GD
8	89	1	Um_149_USMA_PopGen_GD
9	90	1.01123595505618	Um_149_USMA_PopGen_GD
10	89	1	Um_149_USMA_PopGen_GD
11	90	1.01123595505618	Um_149_USMA_PopGen_GD
12	90	1.01123595505618	Um_149_USMA_PopGen_GD
13	89	1	Um_149_USMA_PopGen_GD
14	90	1.01123595505618	Um_149_USMA_PopGen_GD
15	90	1.01123595505618	Um_149_USMA_PopGen_GD
16	88	0.98876404494382	Um_149_USMA_PopGen_GD
17	90	1.01123595505618	Um_149_USMA_PopGen_GD
18	89	1	Um_149_USMA_PopGen_GD
19	89	1	Um_149_USMA_PopGen_GD
20	91	1.02247191011236	Um_149_USMA_PopGen_GD
21	89	1	Um_149_USMA_PopGen_GD
22	89	1	Um_149_USMA_PopGen_GD
23	90	1.01123595505618	Um_149_USMA_PopGen_GD
24	693	7.78651685393258	Um_149_USMA_PopGen_GD
25	81	0.910112359550562	Um_149_USMA_PopGen_GD
26	76	0.853932584269663	Um_149_USMA_PopGen_GD
27	92	1.03370786516854	Um_149_USMA_PopGen_GD
28	13	0.146067415730337	Um_149_USMA_PopGen_GD
