Chr	Median.cov.chr	Norm.global.coverage	Sample
1	94	1	Um_120_USMA_PopGen_GD
2	94	1	Um_120_USMA_PopGen_GD
3	94	1	Um_120_USMA_PopGen_GD
4	94	1	Um_120_USMA_PopGen_GD
5	94	1	Um_120_USMA_PopGen_GD
6	94	1	Um_120_USMA_PopGen_GD
7	95	1.01063829787234	Um_120_USMA_PopGen_GD
8	94	1	Um_120_USMA_PopGen_GD
9	95	1.01063829787234	Um_120_USMA_PopGen_GD
10	95	1.01063829787234	Um_120_USMA_PopGen_GD
11	95	1.01063829787234	Um_120_USMA_PopGen_GD
12	95	1.01063829787234	Um_120_USMA_PopGen_GD
13	94	1	Um_120_USMA_PopGen_GD
14	94	1	Um_120_USMA_PopGen_GD
15	95	1.01063829787234	Um_120_USMA_PopGen_GD
16	94	1	Um_120_USMA_PopGen_GD
17	95	1.01063829787234	Um_120_USMA_PopGen_GD
18	94	1	Um_120_USMA_PopGen_GD
19	95	1.01063829787234	Um_120_USMA_PopGen_GD
20	95	1.01063829787234	Um_120_USMA_PopGen_GD
21	95	1.01063829787234	Um_120_USMA_PopGen_GD
22	95	1.01063829787234	Um_120_USMA_PopGen_GD
23	94	1	Um_120_USMA_PopGen_GD
24	893	9.5	Um_120_USMA_PopGen_GD
25	90	0.957446808510638	Um_120_USMA_PopGen_GD
26	93	0.98936170212766	Um_120_USMA_PopGen_GD
27	98	1.04255319148936	Um_120_USMA_PopGen_GD
28	31	0.329787234042553	Um_120_USMA_PopGen_GD
