Chr	Median.cov.chr	Norm.global.coverage	Sample
1	121	1	Um_158_USMA_PopGen_GD
2	121	1	Um_158_USMA_PopGen_GD
3	121	1	Um_158_USMA_PopGen_GD
4	121	1	Um_158_USMA_PopGen_GD
5	120	0.991735537190083	Um_158_USMA_PopGen_GD
6	122	1.00826446280992	Um_158_USMA_PopGen_GD
7	121	1	Um_158_USMA_PopGen_GD
8	122	1.00826446280992	Um_158_USMA_PopGen_GD
9	122	1.00826446280992	Um_158_USMA_PopGen_GD
10	122	1.00826446280992	Um_158_USMA_PopGen_GD
11	121	1	Um_158_USMA_PopGen_GD
12	121	1	Um_158_USMA_PopGen_GD
13	121	1	Um_158_USMA_PopGen_GD
14	121	1	Um_158_USMA_PopGen_GD
15	123	1.01652892561983	Um_158_USMA_PopGen_GD
16	121	1	Um_158_USMA_PopGen_GD
17	122	1.00826446280992	Um_158_USMA_PopGen_GD
18	120	0.991735537190083	Um_158_USMA_PopGen_GD
19	121	1	Um_158_USMA_PopGen_GD
20	123	1.01652892561983	Um_158_USMA_PopGen_GD
21	122	1.00826446280992	Um_158_USMA_PopGen_GD
22	122	1.00826446280992	Um_158_USMA_PopGen_GD
23	120	0.991735537190083	Um_158_USMA_PopGen_GD
24	470	3.88429752066116	Um_158_USMA_PopGen_GD
25	112	0.925619834710744	Um_158_USMA_PopGen_GD
26	109	0.900826446280992	Um_158_USMA_PopGen_GD
27	122	1.00826446280992	Um_158_USMA_PopGen_GD
28	28	0.231404958677686	Um_158_USMA_PopGen_GD
