Chr	Median.cov.chr	Norm.global.coverage	Sample
1	104	1.00970873786408	Um_159_USMA_PopGen_GD
2	103	1	Um_159_USMA_PopGen_GD
3	103	1	Um_159_USMA_PopGen_GD
4	103	1	Um_159_USMA_PopGen_GD
5	102	0.990291262135922	Um_159_USMA_PopGen_GD
6	104	1.00970873786408	Um_159_USMA_PopGen_GD
7	104	1.00970873786408	Um_159_USMA_PopGen_GD
8	104	1.00970873786408	Um_159_USMA_PopGen_GD
9	104	1.00970873786408	Um_159_USMA_PopGen_GD
10	104	1.00970873786408	Um_159_USMA_PopGen_GD
11	104	1.00970873786408	Um_159_USMA_PopGen_GD
12	103	1	Um_159_USMA_PopGen_GD
13	103	1	Um_159_USMA_PopGen_GD
14	103	1	Um_159_USMA_PopGen_GD
15	105	1.01941747572816	Um_159_USMA_PopGen_GD
16	103	1	Um_159_USMA_PopGen_GD
17	104	1.00970873786408	Um_159_USMA_PopGen_GD
18	103	1	Um_159_USMA_PopGen_GD
19	103	1	Um_159_USMA_PopGen_GD
20	104	1.00970873786408	Um_159_USMA_PopGen_GD
21	103	1	Um_159_USMA_PopGen_GD
22	103	1	Um_159_USMA_PopGen_GD
23	102	0.990291262135922	Um_159_USMA_PopGen_GD
24	635	6.16504854368932	Um_159_USMA_PopGen_GD
25	94	0.912621359223301	Um_159_USMA_PopGen_GD
26	93	0.902912621359223	Um_159_USMA_PopGen_GD
27	101	0.980582524271845	Um_159_USMA_PopGen_GD
28	27	0.262135922330097	Um_159_USMA_PopGen_GD
